CHR	STRAND	TSS	GENE
19	+	6531009	TNFSF9
19	-	6591163	CD70
19	-	663233	RNF126
19	-	6670599	TNFSF14
19	-	6720662	C3
19	-	6736789	MIR6791
19	-	6737633	GPR108
19	+	6739692	TRIP10
19	+	676388	FSTL3
19	-	6767523	SH2D3A
19	+	6772678	VAV1
1	-	96839681	RP5-898J17.1
19	+	6887559	EMR1
19	-	695461	PRSS57
19	-	6990857	EMR4P
19	-	7006426	FLJ25758
19	+	7030593	MBD3L5
19	-	7040184	MBD3L4
19	+	7049350	MBD3L2
19	-	7058645	MBD3L3
19	+	7069470	ZNF557
19	+	708952	PALM
19	-	70966	WASH5P
1	+	9711789	PIK3CD
1	-	9714644	C1orf200
1	+	97187174	PTBP2
19	-	7294011	INSR
19	+	7459998	ARHGEF18
19	+	7504573	ARHGEF18
19	+	751145	MISP
19	-	7538247	LOC100128573
19	-	7553924	PEX11G
1	+	97561478	DPYD-AS1
19	+	7562444	C19orf45
19	+	7581003	ZNF358
19	+	7587495	MCOLN1
19	+	7599037	PNPLA6
19	+	7599127	PNPLA6
19	+	7599590	PNPLA6
19	+	7599635	PNPLA6
19	+	7600588	PNPLA6
19	+	7660787	CAMSAP3
19	+	7682324	MIR6792
19	-	7694439	XAB2
19	+	7694670	PET100
19	-	7697898	PCP2
19	-	7698634	PCP2
19	+	7701986	STXBP2
19	+	7733971	RETN
19	+	7741942	C19orf59
19	+	7745706	TRAPPC5
19	-	7764365	FCER2
19	-	7767032	FCER2
19	-	77690	FAM138A
19	-	77690	FAM138F
19	-	7797057	CLEC4G
19	-	7812464	CD209
19	+	7828034	CLEC4M
19	+	7852369	CLEC4GP1
19	+	7895160	EVI5L
19	+	7911385	EVI5L
19	-	7939326	FLJ22184
19	-	7945117	LOC388499
19	+	7953389	LRRC8E
19	+	7968764	MAP2K7
19	+	797391	PTBP1
19	+	7981031	TGFBR3L
19	+	7985193	SNAPC2
19	+	7985866	SNAPC2
19	-	7991051	CTXN1
19	-	8008708	TIMM44
19	+	804939	MIR4745
19	-	8070529	ELAVL1
19	+	8117645	CCL25
19	+	813583	MIR3187
19	-	8212385	FBN3
19	-	821952	LPPR3
1	+	98262476	DPYD-AS2
19	+	8274216	CERS4
19	+	827830	AZU1
19	-	8373240	CD320
19	-	8386280	NDUFA7
19	+	8386383	RPS28
1	-	98386615	DPYD
19	-	8408146	KANK3
19	+	840984	PRTN3
19	+	8429010	ANGPTL4
19	-	8454264	MIR4999
19	+	8455204	RAB11B
19	-	8455575	RAB11B-AS1
19	+	8478186	MARCH2
19	+	8509802	HNRNPM
1	-	98510907	MIR2682
1	-	98511727	MIR137
1	-	98515249	MIR137HG
19	+	852290	ELANE
19	-	8567538	PRAM1
19	-	8579048	ZNF414
19	+	859664	CFD
19	-	8642331	MYO1F
19	-	8657080	ADAMTS10
19	-	8675620	ADAMTS10
1	+	98676266	RP5-1070A16.1
19	-	8809180	ACTL9
19	+	8841315	OR2Z1
1	-	9884550	CLSTN1
19	-	893218	MED16
19	-	8933565	ZNF558
19	+	8953268	MBD3L1
19	-	9092018	MUC16
1	+	99127235	SNX7
19	-	913225	R3HDM4
19	+	917341	KISS1R
19	+	9203920	OR1M1
19	-	9213982	OR7G2
19	-	9226439	OR7G1
19	-	9237626	OR7G3
19	+	9251055	ZNF317
19	+	926036	ARID3A
19	+	9296269	OR7D2
19	-	9325547	OR7D4
19	+	9361719	OR7E24
19	-	9415795	ZNF699
19	+	9434447	ZNF559
19	+	9434901	ZNF559
19	+	9434901	ZNF559-ZNF177
19	+	9435370	ZNF559-ZNF177
1	+	99469831	RP5-896L10.1
1	-	99470449	LPPR5
19	+	9473695	ZNF177
19	+	9486991	ZNF177
19	-	9546254	ZNF266
19	-	9609279	ZNF560
19	-	9649303	ZNF426
19	-	9695209	ZNF121
1	-	9970316	CTNNBIP1
1	+	99729847	LPPR4
19	-	9731916	ZNF561
19	+	9732157	C19orf82
19	-	9785776	ZNF562
19	-	9811493	ZNF812
19	+	984327	WDR18
19	-	9879410	ZNF846
19	-	9929731	FBXL12
19	+	9938555	UBL5
19	+	9938567	UBL5
19	+	9945882	PIN1
19_gl000209_random	+	115098	KIR2DS1
19_gl000209_random	+	131432	KIR2DS2
19_gl000209_random	+	21910	KIR2DL2
19_gl000209_random	+	46645	LOC100287534
19_gl000209_random	+	57208	KIR2DL4
19_gl000209_random	+	70070	KIR3DS1
19_gl000209_random	+	86690	KIR2DL5A
19_gl000209_random	+	86745	KIR2DL5B
19_gl000209_random	+	98111	KIR2DS5
19_gl000209_random	+	98134	KIR2DS3
1_gl000191_random	-	50281	SRSF10
1_gl000192_random	-	407510	HYDIN2
20	+	10015696	ANKEF1
20	+	10199476	SNAP25
20	-	10200154	SNAP25-AS1
20	-	10412573	MKKS
20	-	10414887	MKKS
20	+	10415950	SLX4IP
20	-	10630343	MIR6870
20	-	10654694	JAG1
20	+	10733737	RP1-278O22.1
20	-	10889920	RP4-697P8.3
20	+	1093905	PSMF1
20	+	1099239	PSMF1
20	-	11254031	LOC339593
20	-	1165117	TMEM74B
20	+	1184097	C20orf202
20	-	11851363	LINC00687
20	+	11871370	BTBD3
20	+	11873140	BTBD3
20	+	11898512	BTBD3
20	+	1206763	RAD21L1
20	+	123193	DEFB126
20	+	1246959	SNPH
20	-	12917611	LOC102606466
20	+	12930987	LOC100505515
20	-	12933167	RP5-1069C8.2
20	-	1294317	SDCBP2
20	+	12989626	SPTLC3
20	+	1305986	SDCBP2-AS1
20	-	1306513	SDCBP2
20	-	1309879	SDCBP2
20	+	13202417	ISM1
20	-	13220334	ISM1-AS1
20	-	13619583	TASP1
20	-	1373605	MIR6869
20	-	1373816	FKBP1A
20	-	1373816	FKBP1A-SDCBP2
20	-	13765532	ESF1
20	-	13765579	ESF1
20	+	13765671	NDUFAF5
20	+	138110	DEFB127
20	-	13971265	SEL1L2
20	-	13975979	SEL1L2
20	+	13976145	MACROD2
20	-	14318313	FLRT3
20	-	1448337	NSFL1C
20	+	14535029	MACROD2-IT1
20	-	1472233	SIRPB2
20	-	14910164	MACROD2-AS1
20	+	15177503	MACROD2
20	-	1538343	SIRPD
20	-	1600689	SIRPB1
20	+	1614153	RP11-77C3.3
20	-	1638425	SIRPG
20	-	16554079	KIF16B
20	+	16710608	SNRPB2
20	+	16728997	OTOR
20	-	170264	DEFB128
20	+	17206751	PCSK2
20	+	17207596	PCSK2
20	-	17512014	BFSP1
20	-	17539605	BFSP1
20	-	17549865	BFSP1
20	+	17550598	DSTN
20	-	1760392	LOC100289473
20	-	17662928	RRBP1
20	+	17674319	BANF2
20	+	17680592	BANF2
20	-	17943589	SNORD17
20	-	17949437	SNX5
20	-	17949634	SNX5
20	+	17949761	MGME1
20	-	18038521	OVOL2
20	+	18118498	PET117
20	+	18122867	CSRP2BP
20	+	18125742	CSRP2BP
20	+	18268926	ZNF133
20	+	18359692	LINC00851
20	-	18447829	DZANK1
20	+	18448032	POLR3F
20	+	18451258	MIR3192
20	-	18477887	RBBP9
20	+	18488187	SEC23B
20	+	18488209	SEC23B
20	+	18488606	SEC23B
20	+	18548072	LINC00493
20	+	18568555	DTD1
20	-	18679352	RP11-379J5.5
20	+	1874812	SIRPA
20	+	1875424	SIRPA
20	+	1875825	SIRPA
20	-	18774626	LINC00652
20	+	18774692	LOC100270804
20	-	18775228	LINC00652
20	+	18794369	SCP2D1
20	-	18810839	C20orf78
20	+	19193289	SLC24A3
20	-	19265240	RP5-1027G4.3
20	-	1973452	PDYN
20	-	1974394	PDYN
20	-	1974931	PDYN
20	+	19867164	RIN2
20	+	19870209	RIN2
20	+	19997933	NAA20
20	+	19998438	NAA20
20	-	20033136	CRNKL1
20	+	20033157	C20orf26
20	-	20036690	CRNKL1
20	+	20037289	C20orf26
20	+	20348764	INSM1
20	-	20693266	RALGAPA2
20	+	207898	DEFB129
20	+	2082527	STK35
20	+	21106623	KIZ
20	-	21198927	RP4-777D9.2
20	+	21283941	XRN2
20	-	21378047	NKX2-4
20	-	21494664	NKX2-2
20	+	21550661	LOC101929625
20	-	21684223	LOC101929608
20	+	21686296	PAX1
20	+	2187573	LOC388780
20	+	22034727	RP11-125P18.1
20	-	22263439	RP5-828K20.2
20	-	22401281	RP5-1004I9.1
20	-	22559280	LINC00261
20	-	22565101	FOXA2
20	-	22566101	FOXA2
20	-	22588155	RP4-788L20.3
20	+	2276612	TGM3
20	+	23016056	SSTR4
20	-	23030301	THBD
20	-	23066977	CD93
20	-	23113273	LINC00656
20	+	23331372	NXT1
20	-	23338764	RP3-322G13.5
20	+	23345020	GZF1
20	-	23402156	NAPB
20	+	23420321	CSTL1
20	-	23433482	CST11
20	+	23471737	CST8
20	+	23499782	CST13P
20	-	23549386	CST9L
20	-	23586610	CST9
20	+	2361553	TGM6
20	-	23618685	CST3
20	-	23669662	CST4
20	-	23731574	CST1
20	-	23807312	CST2
20	+	238376	DEFB132
20	-	23860380	CST5
20	-	23967512	GGTLC1
20	-	23969416	GGTLC1
20	+	24180402	FLJ33581
20	-	2443693	SNORD119
20	+	24449834	SYNDIG1
20	-	2451499	SNRPB
20	-	2489778	ZNF343
20	+	24929865	CST7
20	-	24973425	APMAP
20	-	25013342	ACSS1
20	-	25038818	ACSS1
20	-	2505168	ZNF343
20	-	25063015	VSX1
20	-	25128629	RP4-738P15.1
20	-	25129361	RP4-738P15.1
20	-	25129426	RP4-738P15.1
20	+	2517252	TMC2
20	+	25176338	ENTPD6
20	-	25177528	LOC101926889
20	+	25228705	PYGB
20	-	25371618	ABHD12
20	+	25388322	GINS1
20	-	25566153	NINL
20	-	25604648	NANP
20	-	25667575	ZNF337
20	-	25677540	ZNF337
20	-	25776878	FAM182B
20	-	25781927	FAM182B
20	-	25834657	LOC101926935
20	+	25936447	RP4-760C5.5
20	+	25990434	LOC100134868
20	+	26035249	FAM182A
20	-	26094677	NCOR1P1
20	-	26188914	MIR663A
20	-	26189869	LOC284801
20	+	2633177	NOP56
20	+	2633422	MIR1292
20	+	2634857	SNORD110
20	+	2635712	SNORA51
20	+	2636742	SNORD86
20	+	2637269	SNORD56
20	+	2637584	SNORD57
20	-	2644865	IDH3B
20	+	2673523	EBF4
20	-	271419	C20orf96
20	-	2781292	CPXM1
20	+	278203	ZCCHC3
20	+	2795632	C20orf141
20	+	2795656	C20orf141
20	+	2796975	TMEM239
20	+	2821342	VPS16
20	-	2821348	PCED1A
20	-	2821889	PCED1A
20	+	2844840	PTPRA
20	+	2854141	PTPRA
20	+	2903852	PTPRA
20	+	29611878	FRG1B
20	-	29638138	MLLT10P1
20	+	29845466	DEFB115
20	-	29896388	DEFB116
20	+	29956420	DEFB118
20	-	29978452	DEFB119
20	-	29994069	DEFB121
20	-	30000641	DEFB121
20	-	30016983	DEFB122
20	+	30028410	DEFB123
20	-	30060816	DEFB124
20	+	30063090	REM1
20	+	30073580	LINC00028
20	+	30102212	HM13
20	+	30135184	MCTS2P
20	-	30161066	HM13-AS1
20	+	30193085	ID1
20	+	30194988	MIR3193
20	+	30225690	COX4I2
20	+	3024267	GNRH2
20	+	3026674	MRPS26
20	-	30310656	BCL2L1
20	+	30326903	TPX2
20	+	30407177	MYLK2
20	-	30433420	FOXS1
20	-	30457801	DUSP15
20	-	30458011	DUSP15
20	-	30458479	DUSP15
20	+	30458504	TTLL9
20	+	3052265	OXT
20	-	30539883	PDRG1
20	+	30555804	XKR7
20	-	305896	RP5-1103G7.4
20	+	30598244	CCM2L
20	+	306214	SOX12
20	+	30639990	HCK
20	-	3065370	AVP
20	+	30697308	TM9SF4
20	-	30778163	TSPY26P
20	-	30795546	PLAGL2
20	+	30795695	POFUT1
20	+	30865453	KIF3B
20	+	3087556	UBOX5-AS1
20	+	30946146	ASXL1
20	-	31071385	C20orf112
20	+	31097761	LOC101929698
20	-	31172875	C20orf112
20	+	31175280	LOC149950
20	-	31239783	C20orf203
20	-	31331814	COMMD7
20	+	31350190	DNMT3B
20	+	31367657	DNMT3B
20	-	3140532	FASTKD5
20	-	3140556	UBOX5
20	+	31407698	MAPRE1
20	-	3154238	LZTS3
20	-	31592239	SUN5
20	+	31595383	BPIFB2
20	+	31619453	BPIFB6
20	+	31643229	BPIFB3
20	+	31669317	BPIFB4
20	+	31755959	BPIFA2
20	+	31781410	BPIFA4P
20	+	31805115	BPIFA3
20	+	31823801	BPIFA1
20	-	3185295	DDRGK1
20	+	31870940	BPIFB1
20	+	3189513	ITPA
20	+	3190005	ITPA
20	+	3190133	ITPA
20	-	31989375	CDK5RAP1
20	-	32031698	SNTA1
20	+	32077927	CBFA2T2
20	+	32150170	CBFA2T2
20	-	3218373	SLC4A11
20	-	3218835	SLC4A11
20	-	3219887	SLC4A11
20	+	32250091	C20orf144
20	+	32254303	ACTL10
20	-	32262264	NECAB3
20	-	32274210	E2F1
20	-	32308136	PXMP4
20	+	32319565	ZNF341
20	-	32398905	RP4-553F4.6
20	+	32399109	CHMP4B
20	+	32581457	RALY
20	-	32582173	RP5-1125A11.1
20	+	32636924	MIR4755
20	-	32700085	EIF2S2
20	+	327369	NRSN2
20	+	32848170	ASIP
20	-	32891215	AHCY
20	-	32899608	AHCY
20	+	32951040	ITCH
20	+	33054129	MIR644A
20	+	33104188	DYNLRB1
20	+	33134687	MAP1LC3A
20	+	33146500	MAP1LC3A
20	-	33265089	PIGU
20	+	33292147	TP53INP2
20	-	33413433	NCOA6
20	-	33422265	HMGB3P1
20	-	33460661	GGT7
20	+	33462765	ACSS2
20	+	33464327	ACSS2
20	-	33543601	GSS
20	+	33543637	MYH7B
20	+	33578178	MIR499A
20	-	33578275	MIR499B
20	-	33680618	TRPC4AP
20	-	33735161	EDEM2
20	+	33759739	PROCR
20	+	33814538	MMP24
20	-	33865960	MMP24-AS1
20	-	33872520	EIF6
20	-	33872619	EIF6
20	+	33873053	FAM83C-AS1
20	-	33880225	FAM83C
20	-	3388309	C20orf194
20	-	33999945	UQCC1
20	-	34026027	GDF5
20	+	34043222	CEP250
20	-	34117481	C20orf173
20	+	34129777	ERGIC3
20	+	34203808	SPAG4
20	-	34241831	CPNE1
20	-	34252859	CPNE1
20	-	34252878	CPNE1
20	-	34252878	RBM12
20	+	34287231	ROMO1
20	-	34287287	NFS1
20	-	34330258	RBM39
20	+	34359922	PHF20
20	+	3451664	ATRN
20	-	34542548	SCAND1
20	-	34543281	SCAND1
20	+	34556528	CNBD2
20	-	34638882	LINC00657
20	+	34679425	EPB41L1
20	+	34680631	EPB41L1
20	+	34742661	EPB41L1
20	+	34824338	AAR2
20	+	34995443	DLGAP4
20	+	35089841	DLGAP4
20	+	35090141	DLGAP4
20	+	35169886	MYL9
20	-	35201678	RP5-977B1.7
20	+	35201875	TGIF2
20	+	35202009	TGIF2
20	+	35202956	TGIF2
20	+	35202956	TGIF2-C20orf24
20	+	35234136	C20orf24
20	-	35274619	SLA2
20	-	35374541	NDRG3
20	-	35402154	DSN1
20	-	35402230	DSN1
20	-	35488276	SOGA1
20	-	35492087	SOGA1
20	+	35504569	TLDC2
20	-	35580246	SAMHD1
20	-	35724403	RBL1
20	+	35807455	RPN2
20	-	35807991	MROH8
20	-	35885299	GHRH
20	+	35918050	MANBAL
20	+	35973087	SRC
20	+	35974530	SRC
20	+	361307	TRIB3
20	+	36149606	NNAT
20	-	36152953	BLCAP
20	-	36156083	BLCAP
20	-	36156134	BLCAP
20	-	36156333	BLCAP
20	-	36251521	LINC00489
20	+	36305311	RP4-640H8.2
20	+	36322356	CTNNBL1
20	-	3644046	GFRA4
20	+	36531498	VSTM2L
20	-	3662778	ADAM33
20	-	36661833	TTI1
20	+	36661947	RPRD1B
20	-	36793700	TGM2
20	-	3687775	SIGLEC1
20	+	36888576	LOC149684
20	-	36889174	KIAA1755
20	+	36932551	BPI
20	+	36974813	LBP
20	-	37053978	SNORA71B
20	-	37056086	SNORA71A
20	-	37058447	SNORA71C
20	-	37062642	SNORA71D
20	-	37063962	SNHG17
20	-	37064018	SNHG17
20	+	37075296	SNHG11
20	+	37076725	SNORA39
20	+	37078011	SNORA60
20	+	37101448	RALGAPB
20	+	3713316	HSPA12B
20	+	37209837	ADIG
20	+	37230576	ARHGAP40
20	+	37353104	SLC32A1
20	+	37377096	ACTR5
20	+	37434347	PPP1R16B
20	-	3748452	C20orf27
20	-	3749035	C20orf27
20	+	37554954	FAM83D
20	+	37590980	DHX35
20	-	3762102	SPEF1
20	-	3767337	CENPB
20	+	3767418	CDC25B
20	+	3776385	CDC25B
20	+	3780708	CDC25B
20	-	37853391	RP4-705O1.1
20	+	3789140	LOC101929125
20	+	3801170	AP5S1
20	+	3827445	MAVS
20	+	38633102	RP11-101E14.2
20	+	3869485	PANK2
20	+	3869741	PANK2
20	+	3870462	PANK2
20	+	388708	RBCK1
20	+	3898140	MIR103A2
20	-	3898210	MIR103B2
20	-	39317880	MAFB
20	+	39657461	TOP1
20	+	39766160	PLCG1
20	-	39766640	RP1-1J6.2
20	+	39797662	MIR6871
20	-	39928739	ZHX3
20	-	3996054	RNF24
20	-	3996216	RNF24
20	+	39969559	LPIN3
20	-	39995498	EMILIN3
20	-	40247133	CHD6
20	+	4129425	SMOX
20	+	41314122	LOC101927159
20	+	4173736	RP4-779E11.3
20	-	41818557	PTPRT
20	+	42086503	SRSF6
20	+	42136319	L3MBTL1
20	+	42143075	L3MBTL1
20	+	42187634	SGK2
20	+	42193754	SGK2
20	+	42194736	SGK2
20	+	42219578	IFT52
20	+	42295658	MYBL2
20	-	4229659	ADRA1D
20	-	42355642	GTSF1L
20	+	42543491	TOX2
20	+	42544781	TOX2
20	+	42574535	TOX2
20	-	42816218	JPH2
20	-	42839546	OSER1
20	+	42839599	OSER1-AS1
20	+	42839721	OSER1-AS1
20	+	42839725	OSER1-AS1
20	+	42875738	GDAP1L1
20	+	42875897	GDAP1L1
20	-	42939889	FITM2
20	+	42965797	R3HDML
20	+	42984440	HNF4A
20	-	43024346	HNF4A-AS1
20	+	43029895	HNF4A
20	+	43036759	MIR3646
20	-	43079197	RP5-1013A22.2
20	-	43093984	C20orf62
20	+	43104525	TTPAL
20	-	43150726	SERINC3
20	+	43160421	PKIG
20	+	43211189	PKIG
20	-	43280376	ADA
20	-	43300380	LINC01260
20	+	43343884	WISP2
20	+	43374487	KCNK15
20	-	43438979	RIMS4
20	+	43514239	YWHAB
20	+	43538702	PABPC1L
20	-	43589114	TOMM34
20	-	43595099	STK4-AS1
20	+	43595119	STK4
20	-	43729753	KCNS1
20	-	43743813	WFDC5
20	-	43753106	WFDC12
20	+	43803539	PI3
20	+	43835637	SEMG1
20	+	43850009	SEMG2
20	-	43883205	SLPI
20	+	43935482	RBPJL
20	-	43936937	MATN4
20	-	43936967	MATN4
20	-	43937169	MATN4
20	-	43977064	SDC4
20	+	43990576	SYS1
20	+	43991739	SYS1
20	+	43991808	SYS1-DBNDD2
20	-	44006957	TP53TG5
20	+	44034632	DBNDD2
20	+	44034654	DBNDD2
20	+	44034820	DBNDD2
20	+	44034860	DBNDD2
20	+	44035227	DBNDD2
20	+	44036628	DBNDD2
20	+	44044706	PIGT
20	+	44054149	MIR6812
20	+	44098393	WFDC2
20	-	44144264	SPINT3
20	-	44168134	WFDC6
20	-	44176065	EPPIN
20	-	44176065	EPPIN-WFDC6
20	-	44207965	WFDC8
20	+	44258384	WFDC10A
20	-	44259907	WFDC9
20	-	44298878	WFDC11
20	-	443197	TBC1D20
20	+	44330654	WFDC13
20	-	44333658	WFDC10B
20	+	44350987	SPINT4
20	-	44420547	WFDC3
20	+	44420575	DNTTIP1
20	+	44441214	UBE2C
20	+	44441671	UBE2C
20	-	44455953	TNNC2
20	+	44462469	SNX21
20	-	44486048	ACOT8
20	+	44486219	ZSWIM3
20	+	44509847	ZSWIM1
20	-	44516238	SPATA25
20	+	44519590	CTSA
20	-	44519926	NEURL2
20	-	44539633	PLTP
20	-	44541003	PLTP
20	+	44563316	PCIF1
20	-	44600833	ZNF335
20	+	44637546	MMP9
20	+	44650328	SLC12A5
20	+	44657820	SLC12A5
20	-	44718580	NCOA5
20	+	44746905	CD40
20	-	44937137	CDH22
20	-	44993097	SLC35C2
20	-	45035271	ELMO2
20	-	45086282	ZNF663P
20	-	45093931	MKRN7P
20	-	45142198	ZNF334
20	-	45179213	OCSTAMP
20	-	45280100	SLC13A3
20	-	45313124	SLC13A3
20	-	45318276	TP53RK
20	+	45338278	SLC2A10
20	+	45523262	EYA2
20	+	45795608	MIR3616
20	+	45947245	LOC100131496
20	-	45985633	ZMYND8
20	+	46130600	NCOA3
20	-	46414808	SULF2
20	-	46415360	SULF2
20	+	46611969	LOC101060004
20	-	46618861	RP11-347D21.3
20	+	4666796	PRNP
20	+	4667156	PRNP
20	+	46988653	LINC00494
20	+	4702499	PRND
20	-	4721314	PRNT
20	-	47444420	PREX1
20	+	47538274	ARFGEF2
20	-	47662593	LOC102723483
20	+	47662782	CSE1L
20	-	47804904	STAU1
20	+	47835831	DDX27
20	+	47894714	ZFAS1
20	-	47894756	ZNFX1
20	+	47895178	ZFAS1
20	+	47895481	SNORD12C
20	+	47896849	SNORD12B
20	+	47897219	SNORD12
20	-	4795769	RASSF2
20	-	4804291	RASSF2
20	-	48099181	KCNB1
20	-	48184707	PTGIS
20	-	48330421	B4GALT5
20	+	48429249	SLC9A8
20	-	48530276	SPATA2
20	-	48532080	SPATA2
20	+	48552913	RNF114
20	+	48599512	SNAI1
20	-	48658166	TRERNA1
20	-	48729735	UBE2V1
20	-	48732496	UBE2V1
20	-	48770335	TMEM189
20	-	48770335	TMEM189-UBE2V1
20	+	48789106	RP11-112L6.4
20	+	48807119	CEBPB
20	+	48884022	RP11-290F20.3
20	+	48909256	RP11-290F20.1
20	-	48937879	RP11-290F20.2
20	+	49126857	PTPN1
20	+	49202322	MIR645
20	-	49253455	FAM65C
20	+	49262007	LOC100506175
20	-	49308067	FAM65C
20	+	49348080	PARD6B
20	+	49411430	BCAS4
20	-	49526328	ADNP
20	+	49547520	RP5-914P20.5
20	-	49547527	ADNP
20	-	49575060	DPM1
20	+	49575350	MOCS3
20	-	49639675	KCNG1
20	-	4982145	SLC23A2
20	-	4990939	SLC23A2
20	-	50069514	MIR3194
20	-	50159258	NFATC2
20	-	50179370	NFATC2
20	-	50384908	ATP9A
20	-	50419048	SALL4
20	-	50479452	RP5-1112F19.2
20	-	50808524	ZFP64
20	-	5093733	TMEM230
20	+	5100231	PCNA-AS1
20	-	5100647	PCNA
20	-	5107268	PCNA
20	+	5107406	CDS2
20	+	51237376	RP4-723E3.1
20	+	51588945	TSHZ2
20	+	51801821	TSHZ2
20	+	52169308	RP4-724E16.2
20	-	52199636	ZNF217
20	-	524482	CSNK2A1
20	-	52492248	SUMO1P1
20	-	52685024	MIR4756
20	-	52687304	BCAS1
20	-	52790516	CYP24A1
20	+	52824501	PFDN4
20	-	5295015	PROKR2
20	+	53092265	DOK5
20	+	54039580	LOC102723578
20	-	54043735	RP5-1010E17.2
20	-	5426394	LINC00658
20	+	5451841	LOC643406
20	-	54580528	CBLN4
20	+	54823787	MC3R
20	-	5485242	LINC00654
20	-	5490648	RP5-1022P6.4
20	+	54933982	FAM210B
20	-	54967351	AURKA
20	+	54967426	CSTF1
20	+	54967573	CSTF1
20	+	54967706	CSTF1
20	+	54987167	CASS4
20	+	54987313	CASS4
20	+	55043640	RTFDC1
20	+	55099784	FAM209A
20	-	55100981	GCNT7
20	+	55108301	FAM209B
20	+	55204357	TFAP2C
20	+	55788751	LOC102723590
20	-	55841707	BMP7
20	-	55896647	MIR4325
20	+	55904830	SPO11
20	+	55913212	MIR5095
20	-	5591672	GPCPD1
20	+	55926144	RAE1
20	+	55926617	RAE1
20	-	55934878	MTRNR2L3
20	+	55966453	RBM38
20	-	56099923	CTCFL
20	-	56100163	CTCFL
20	-	56100183	CTCFL
20	-	56100708	CTCFL
20	+	56136136	PCK1
20	-	56195632	ZBP1
20	-	56265680	PMEPA1
20	-	56285031	PMEPA1
20	-	56285670	PMEPA1
20	-	56286592	PMEPA1
20	+	56470449	MIR4532
20	+	56725982	C20orf85
20	-	56884495	PPP4R1L
20	+	56884770	RAB22A
20	+	56964174	VAPB
20	-	57089949	APCDD1L
20	+	57090434	APCDD1L-AS1
20	+	57226308	STX16
20	+	57226308	STX16-NPEPL1
20	+	57264186	NPEPL1
20	+	57267861	NPEPL1
20	+	5731042	C20orf196
20	-	57392749	MIR296
20	-	57393368	MIR298
20	+	57414794	GNAS
20	-	57425958	GNAS-AS1
20	+	57428035	GNAS
20	+	57464179	GNAS
20	+	57466425	GNAS
20	+	57556262	NELFCD
20	-	57582309	CTSZ
20	+	57594308	TUBB1
20	-	57607422	ATP5E
20	-	57617901	SLMO2
20	-	57617901	SLMO2-ATP5E
20	+	57766074	ZNF831
20	+	57875498	EDN3
20	+	58152563	PHACTR3
20	+	58179601	PHACTR3
20	-	58203344	LOC100506384
20	+	58203663	PHACTR3
20	+	58251715	PHACTR3
20	+	58296264	PHACTR3
20	-	58507209	SYCP2
20	+	58508818	FAM217B
20	-	58515352	PPP1R3D
20	+	58515443	FAM217B
20	+	58533470	CDH26
20	+	58571416	CDH26
20	+	58630979	C20orf197
20	+	58662740	RP5-1043L13.1
20	+	58713547	RP5-1043L13.1
20	+	5891973	CHGB
20	-	59048034	LOC101928048
20	+	59053168	MIR4533
20	-	590910	TCF15
20	-	5931204	TRMT6
20	+	5931297	MCM8
20	+	59654119	LOC100506470
20	+	59827481	CDH4
20	-	5986467	LOC101929225
20	+	5986738	CRLS1
20	+	5987897	CRLS1
20	+	60074476	CDH4
20	+	60174816	CDH4
20	-	6034726	LRRN4
20	-	60528718	MIR1257
20	-	60640866	TAF4
20	+	60697516	LSM14B
20	-	60718514	PSMA7
20	+	60718821	SS18L1
20	+	60758080	MTG2
20	-	60795323	HRH3
20	+	60813540	OSBPL2
20	+	60877951	ADRM1
20	-	60907613	MIR4758
20	+	60928065	RP11-157P1.5
20	-	60942368	LAMA5
20	+	60962120	RPS21
20	-	60982339	CABLES2
20	-	61002629	RBBP8NL
20	-	6104191	FERMT1
20	-	61051026	GATA5
20	+	61147659	C20orf166
20	-	61148768	C20orf166-AS1
20	+	61151512	MIR1-1
20	+	61162118	MIR133A2
20	+	61273796	SLCO4A1
20	-	61297973	RP11-93B14.5
20	+	61340188	NTSR1
20	-	61408208	LINC00659
20	+	61427804	MRGBP
20	+	61436176	OGFR
20	-	61436939	OGFR-AS1
20	+	61448413	COL9A3
20	+	61475917	DPH3P1
20	-	61493115	TCFL5
20	-	61557903	DIDO1
20	-	61569304	DIDO1
20	+	61569440	GID8
20	+	61583998	SLC17A9
20	-	61638387	BHLHE23
20	+	61640734	RP11-305P22.9
20	-	61668380	LINC00029
20	+	61669362	LINC01056
20	+	61732643	HAR1A
20	-	61733671	HAR1B
20	+	61809851	MIR124-3
20	-	61847538	YTHDF1
20	+	61867234	BIRC7
20	+	61870130	MIR3196
20	+	61885329	FLJ16779
20	-	61885892	NKAIN4
20	+	61904136	ARFGAP1
20	+	61915466	ARFGAP1
20	+	61918159	MIR4326
20	+	61924537	COL20A1
20	+	61991339	RP11-261N11.8
20	-	61992748	CHRNA4
20	-	62103993	KCNQ2
20	-	62130668	EEF1A2
20	+	62152132	PPDPF
20	-	62168723	PTK6
20	-	62178857	SRMS
20	+	62184372	C20orf195
20	-	62199107	HELZ2
20	-	62205592	HELZ2
20	-	62258381	GMEB2
20	-	62284119	STMN3
20	-	62284963	STMN3
20	+	62289162	RTEL1
20	+	62289162	RTEL1-TNFRSF6B
20	+	62328003	TNFRSF6B
20	+	62338793	ZGPAT
20	-	62339205	ARFRP1
20	-	62339365	ARFRP1
20	+	62339379	ZGPAT
20	+	62367977	LIME1
20	+	62371210	SLC2A4RG
